CNID,Cn_No,from_location,To_Location,Booking_Date,Loading_Date,Unloading_Date,Truck_Freight,Advance_Amount,Balance_Amount,Innam,Extra_TF,total_fare,consignee_id,consigner_id,Vehicle_No_id
366,,1,2,2/26/2025,2/26/2025,3/1/2025,268920,0,293920,15000,10000,293920,35,1,152
367,,1,2,2/26/2025,2/26/2025,3/1/2025,247140,26070,246070,15000,10000,272140,29,1,153
368,,1,2,2/26/2025,2/26/2025,3/1/2025,279480,236280,68200,15000,10000,304480,14,1,154
369,,1,2,2/26/2025,2/26/2025,3/1/2025,261550,255960,30590,15000,10000,286550,7,1,126
370,,1,2,2/26/2025,2/26/2025,3/1/2025,224040,185020,64020,15000,10000,249040,26,1,77
371,,1,2,2/27/2025,2/27/2025,2/2/2025,228770,167530,86240,15000,10000,253770,53,1,98
372,,1,2,2/27/2025,2/27/2025,3/2/2025,233280,111320,146960,15000,10000,258280,39,1,51
373,,1,2,2/27/2025,2/27/2025,3/2/2025,235480,22440,238040,15000,10000,260480,29,1,113
374,,1,2,2/27/2025,2/27/2025,3/2/2025,238120,19360,243760,15000,10000,263120,10,1,88
375,,1,2,2/28/2025,2/28/2025,2/3/2025,242300,35640,231660,15000,10000,267300,15,1,133
376,,1,2,2/28/2025,2/28/2025,2/3/2025,260560,45540,240020,15000,10000,285560,36,1,125
377,,1,2,2/28/2025,2/28/2025,2/3/2025,248020,59400,213620,15000,10000,273020,10,1,41
378,,1,2,2/28/2025,2/28/2025,3/3/2025,211280,223410,12870,15000,10000,236280,29,1,36
379,,1,2,2/28/2025,2/28/2025,3/3/2025,221400,177870,68530,15000,10000,246400,47,1,7
380,,1,2,2/28/2025,2/28/2025,3/3/2025,239990,60280,204710,15000,10000,264990,11,1,91
381,,1,2,2/28/2025,2/28/2025,3/3/2025,234160,139700,119460,15000,10000,259160,55,1,119
382,,1,2,3/1/2025,3/1/2025,3/4/2025,230420,16500,238920,15000,10000,255420,9,1,90
383,,1,2,3/1/2025,3/1/2025,3/4/2025,232840,132880,124960,15000,10000,257840,10,1,29
384,,1,2,3/1/2025,3/1/2025,3/4/2025,221620,54560,192060,15000,10000,246620,23,1,33
385,,1,2,3/1/2025,3/1/2025,3/4/2025,244060,51590,217470,15000,10000,269060,15,1,27
386,,1,2,3/1/2025,3/1/2025,3/4/2025,233940,97900,161040,15000,10000,258940,29,1,121
387,,1,2,3/1/2025,3/1/2025,3/4/2025,265840,242770,48070,15000,10000,290840,2,1,50
388,,1,2,3/1/2025,3/1/2025,3/4/2025,247910,259930,12980,15000,10000,272910,5,1,64
389,,1,2,3/2/2025,3/2/2025,2/5/2025,217880,185900,56980,15000,10000,242880,62,1,155
390,,1,2,3/2/2025,3/2/2025,2/5/2025,226460,21340,230120,15000,10000,251460,5,1,15
391,,1,2,3/2/2025,3/2/2025,2/5/2025,265950,82830,208120,15000,10000,290950,36,1,156
392,,1,2,3/2/2025,3/2/2025,2/5/2025,244060,108020,161040,15000,10000,269060,10,1,95
393,,1,2,3/2/2025,3/2/2025,3/5/2025,237240,68640,193600,15000,10000,262240,60,1,142
394,,1,2,3/2/2025,3/2/2025,3/5/2025,271670,273240,23430,15000,10000,296670,29,1,26
395,,1,2,3/2/2025,3/2/2025,3/5/2025,287730,232760,79970,15000,10000,312730,7,1,32
396,,1,2,3/3/2025,3/3/2025,3/6/2025,287400,258060,54340,15000,10000,312400,17,1,123
397,,1,2,3/3/2025,3/3/2025,3/6/2025,232400,21780,235620,15000,10000,257400,47,1,23
398,,1,2,3/3/2025,3/3/2025,3/6/2025,236360,176880,84480,15000,10000,261360,10,1,57
399,,1,2,3/3/2025,3/3/2025,3/6/2025,232620,112640,144980,15000,10000,257620,23,1,103
400,,1,2,3/3/2025,3/3/2025,3/6/2025,243620,25960,242660,15000,10000,268620,15,1,81
401,,1,2,3/3/2025,3/3/2025,3/6/2025,193570,172150,46420,15000,10000,218570,55,1,38
402,,1,2,3/3/2025,3/3/2025,3/6/2025,232180,39600,217580,15000,10000,257180,36,1,1
403,,1,2,3/3/2025,3/3/2025,3/6/2025,233280,23540,234740,15000,10000,258280,10,1,147
404,,1,2,3/3/2025,3/3/2025,3/6/2025,235040,158400,101640,15000,10000,260040,35,1,136
405,,1,2,3/4/2025,3/4/2025,3/7/2025,212160,199980,37180,15000,10000,237160,5,1,157
406,,1,2,3/4/2025,3/4/2025,3/7/2025,265070,230670,59400,15000,10000,290070,51,1,37
407,,1,2,3/5/2025,3/5/2025,3/8/2025,211280,137720,98560,15000,10000,236280,61,1,149
408,,1,2,3/5/2025,3/5/2025,3/8/2025,239990,179300,85690,15000,10000,264990,24,1,76
409,,1,2,3/5/2025,3/5/2025,3/8/2025,258140,191620,91520,15000,10000,283140,28,1,63
410,,1,2,3/5/2025,3/5/2025,3/8/2025,247580,48840,223740,15000,10000,272580,10,1,145
411,,1,2,3/5/2025,3/5/2025,3/8/2025,227340,134420,117920,15000,10000,252340,23,1,22
412,,1,2,3/5/2025,3/5/2025,3/8/2025,274640,76340,223300,15000,10000,299640,15,1,10
413,,1,2,3/5/2025,3/5/2025,3/8/2025,243840,84590,184250,15000,10000,268840,31,1,3
414,,1,2,3/7/2025,3/7/2025,3/10/2025,242850,245300,22550,15000,10000,267850,47,1,46
415,,1,2,3/7/2025,3/7/2025,3/10/2025,241420,228800,37620,15000,10000,266420,51,1,60
416,,1,2,3/7/2025,3/7/2025,3/10/2025,266060,51480,239580,15000,10000,291060,10,1,79
417,,1,2,3/7/2025,3/7/2025,3/10/2025,247360,81840,190520,15000,10000,272360,36,1,131
418,,1,2,3/7/2025,3/7/2025,3/10/2025,197090,31020,191070,15000,10000,222090,33,1,71
419,,1,2,3/8/2025,3/8/2025,3/11/2025,225800,71280,179520,15000,10000,250800,29,1,174
420,,1,2,3/8/2025,3/8/2025,3/11/2025,224920,110440,139480,15000,10000,249920,10,1,86
421,,1,2,3/8/2025,3/8/2025,3/11/2025,268590,248820,44770,15000,10000,293590,55,1,128
422,,1,2,3/8/2025,3/8/2025,3/11/2025,198740,0,223740,15000,10000,223740,2,1,7
423,,1,2,3/8/2025,3/8/2025,3/11/2025,209410,68860,165550,15000,10000,234410,15,1,42
424,,1,2,3/9/2025,3/9/2025,3/12/2025,237680,80740,181940,15000,10000,262680,10,1,47
425,,1,2,3/9/2025,3/9/2025,3/12/2025,257260,62480,219780,15000,10000,282260,29,1,77
426,,1,2,3/9/2025,3/9/2025,3/12/2025,282560,235070,72490,15000,10000,307560,47,1,134
427,,1,2,3/9/2025,3/9/2025,3/12/2025,302470,237050,90420,15000,10000,327470,17,1,52
428,,1,2,3/9/2025,3/9/2025,3/12/2025,258360,47300,236060,15000,10000,283360,15,1,43
429,,1,2,3/10/2025,3/10/2025,3/13/2025,237900,148720,114180,15000,10000,262900,23,1,118
430,,1,2,3/10/2025,3/10/2025,3/13/2025,246480,123420,148060,15000,10000,271480,29,1,151
431,,1,2,3/10/2025,3/10/2025,3/13/2025,214030,29810,209220,15000,10000,239030,10,1,74
432,,1,2,3/10/2025,3/10/2025,3/13/2025,233280,103400,154880,15000,10000,258280,36,1,98
433,,1,2,3/10/2025,3/10/2025,3/13/2025,173000,0,198000,15000,10000,198000,15,1,36
434,,1,2,3/12/2025,3/12/2025,3/15/2025,253960,69080,209880,15000,10000,278960,10,1,133
435,,1,2,3/12/2025,3/12/2025,3/15/2025,236800,72380,189420,15000,10000,261800,2,1,55
436,,1,2,3/12/2025,3/12/2025,3/15/2025,101060,31570,94490,15000,10000,126060,11,1,159
437,,1,2,3/12/2025,3/12/2025,3/15/2025,227230,123750,128480,15000,10000,252230,11,1,51
438,,1,2,3/12/2025,3/12/2025,3/15/2025,236470,237490,23980,15000,10000,261470,39,1,5
439,,1,2,3/12/2025,3/12/2025,3/15/2025,233830,202620,56210,15000,10000,258830,51,1,119
440,,1,2,3/12/2025,3/12/2025,3/15/2025,220630,245630,0,15000,10000,245630,24,1,90
441,,1,2,3/13/2025,3/13/2025,3/16/2025,247140,90860,181280,15000,10000,272140,53,1,41
442,,1,2,3/13/2025,3/13/2025,3/16/2025,244500,11000,258500,15000,10000,269500,10,1,152
443,,1,2,3/13/2025,3/13/2025,3/16/2025,229100,98120,155980,15000,10000,254100,6,1,148
444,,1,2,3/14/2025,3/14/2025,3/17/2025,236360,221430,39930,15000,10000,261360,54,1,16
445,,1,2,3/14/2025,3/14/2025,3/17/2025,236140,215930,45210,15000,10000,261140,61,1,38
446,,1,2,3/14/2025,3/14/2025,3/17/2025,265180,37400,252780,15000,10000,290180,36,1,125
447,,1,2,3/14/2025,3/14/2025,3/17/2025,258140,0,283140,15000,10000,283140,10,1,29
448,,1,2,3/14/2025,3/14/2025,3/17/2025,309290,211200,123090,15000,10000,334290,27,1,37
449,,1,2,3/14/2025,3/14/2025,3/17/2025,208860,0,233860,15000,10000,233860,29,1,160
450,,1,2,3/15/2025,3/15/2025,3/18/2025,223600,14080,234520,15000,10000,248600,36,1,161
451,,1,2,3/15/2025,3/15/2025,3/18/2025,234600,43560,216040,15000,10000,259600,66,1,82
452,,1,2,3/15/2025,3/15/2025,3/18/2025,279370,96250,208120,15000,10000,304370,10,1,10
453,,1,2,3/16/2025,3/16/2025,3/19/2025,236800,180620,81180,15000,10000,261800,47,1,1
454,,1,2,3/16/2025,3/16/2025,3/19/2025,220080,214610,30470,15000,10000,245080,51,1,123
455,,1,2,3/17/2025,3/17/2025,3/20/2025,236690,203720,57970,15000,10000,261690,35,1,46
456,,1,2,3/17/2025,3/17/2025,3/20/2025,259020,22220,261800,15000,10000,284020,10,1,57
457,,1,2,3/17/2025,3/17/2025,3/20/2025,240320,95040,170280,15000,10000,265320,29,1,88
458,,1,2,3/17/2025,3/17/2025,3/20/2025,234600,22660,236940,15000,10000,259600,15,1,64
459,,1,2,3/17/2025,3/17/2025,3/20/2025,249230,124410,149820,15000,10000,274230,7,1,22
460,,1,2,3/17/2025,3/17/2025,3/20/2025,232620,238370,19250,15000,10000,257620,55,1,63
461,,1,2,3/18/2025,3/18/2025,3/20/2025,269800,83600,211200,15000,10000,294800,10,1,156
462,,1,2,3/18/2025,3/18/2025,3/21/2025,202260,185350,41910,15000,10000,227260,39,1,155
463,,1,2,3/18/2025,3/18/2025,3/21/2025,217550,81180,161370,15000,10000,242550,45,1,32
464,,1,2,3/18/2025,3/18/2025,3/21/2025,186750,112420,99330,15000,10000,211750,8,1,13
465,,1,2,3/19/2025,3/19/2025,3/22/2025,183670,155210,53460,15000,10000,208670,47,1,102
466,,1,2,3/19/2025,3/19/2025,3/22/2025,258470,242330,41140,15000,10000,283470,37,1,134
467,,1,2,3/19/2025,3/19/2025,3/22/2025,211280,99220,137060,15000,10000,236280,5,1,129
468,,1,2,3/19/2025,3/19/2025,3/22/2025,234380,12760,246620,15000,10000,259380,10,1,108
469,,1,2,3/19/2025,3/19/2025,3/22/2025,235920,106920,154000,15000,10000,260920,9,1,121
470,,1,2,3/19/2025,3/19/2025,3/22/2025,263200,0,288200,15000,10000,288200,36,1,23
471,,1,2,3/19/2025,3/19/2025,3/22/2025,270900,140910,154990,15000,10000,295900,7,1,60
472,,1,2,3/19/2025,3/19/2025,3/22/2025,266500,13640,277860,15000,10000,291500,23,1,3
473,,1,2,3/20/2025,3/20/2025,3/23/2025,212050,68310,168740,15000,10000,237050,36,1,145
474,,1,2,3/20/2025,3/20/2025,3/23/2025,240540,115280,150260,15000,10000,265540,23,1,51
475,,1,2,3/20/2025,3/20/2025,3/23/2025,219420,15400,229020,15000,10000,244420,10,1,77
476,,1,2,3/20/2025,3/20/2025,3/23/2025,229540,74800,179740,15000,10000,254540,1,1,71
477,,1,2,3/21/2025,3/21/2025,3/24/2025,279040,47960,256080,15000,10000,304040,10,1,36
478,,1,2,3/21/2025,3/21/2025,3/24/2025,236580,37400,224180,15000,10000,261580,36,1,98
479,,1,2,3/21/2025,3/21/2025,3/24/2025,232620,89980,167640,15000,10000,257620,29,1,47
480,,1,2,3/21/2025,3/21/2025,3/24/2025,241750,210870,55880,15000,10000,266750,67,1,118
481,,1,2,3/21/2025,3/21/2025,3/24/2025,224920,131560,118360,15000,10000,249920,39,1,147
482,,1,2,3/21/2025,3/21/2025,3/24/2025,185980,120820,90160,15000,10000,210980,5,1,86
483,,1,2,3/21/2025,3/21/2025,3/24/2025,216780,173800,67980,15000,10000,241780,53,1,81
484,,1,2,3/22/2025,3/22/2025,3/25/2025,277060,53240,248820,15000,10000,302060,10,1,162
485,,1,2,3/22/2025,3/22/2025,3/25/2025,225800,32560,218240,15000,10000,250800,36,1,59
486,,1,2,3/22/2025,3/22/2025,3/25/2025,272880,164120,133760,15000,10000,297880,5,1,5
487,,1,2,3/22/2025,3/22/2025,3/25/2025,230640,100100,155540,15000,10000,255640,15,1,90
488,,1,2,3/22/2025,3/22/2025,3/25/2025,258580,283580,0,15000,10000,283580,23,1,125
489,,1,2,3/23/2025,3/23/2025,3/26/2025,243840,12540,256300,15000,10000,268840,29,1,43
490,,1,2,3/23/2025,3/23/2025,3/26/2025,259240,59400,224840,15000,10000,284240,36,1,119
491,,1,2,3/23/2025,3/23/2025,3/26/2025,243180,29260,238920,15000,10000,268180,10,1,95
492,,1,2,3/23/2025,3/23/2025,3/26/2025,444590,158620,310970,15000,10000,469590,39,1,163
493,,1,2,3/24/2025,3/24/2025,3/27/2025,246040,0,271040,15000,10000,271040,36,1,16
494,,1,2,3/24/2025,3/24/2025,3/27/2025,89620,0,114620,15000,10000,114620,10,1,45
495,,1,2,3/24/2025,3/24/2025,3/27/2025,221840,48400,198440,15000,10000,246840,35,1,38
496,,1,2,3/24/2025,3/24/2025,3/27/2025,234820,201300,58520,15000,10000,259820,23,1,37
497,,1,2,3/24/2025,3/24/2025,3/27/2025,215350,38940,201410,15000,10000,240350,68,1,164
498,,1,2,3/24/2025,3/24/2025,3/27/2025,202590,206910,20680,15000,10000,227590,47,1,165
499,,1,2,3/25/2025,3/25/2025,3/28/2025,257590,146300,136290,15000,10000,282590,37,1,82
500,,1,2,3/26/2025,3/26/2025,3/29/2025,219750,204050,40700,15000,10000,244750,55,1,34
501,,1,2,3/26/2025,3/26/2025,4/29/2025,241090,135410,130680,15000,10000,266090,5,1,10
502,,1,2,3/29/2025,3/29/2025,4/1/2025,193570,143990,74580,15000,10000,218570,5,1,51
503,,1,2,3/30/2025,3/30/2025,4/2/2025,149900,130680,44220,15000,10000,174900,17,1,129
504,,1,2,3/30/2025,3/30/2025,4/2/2025,206880,143330,88550,15000,10000,231880,5,1,46
505,,1,2,3/31/2025,3/31/2025,4/3/2025,247910,149380,123530,15000,10000,272910,47,1,22
506,,1,2,3/31/2025,3/31/2025,4/3/2025,303790,86240,242550,15000,10000,328790,51,1,166
507,,1,2,4/2/2025,4/2/2025,4/5/2025,236360,21560,239800,15000,10000,261360,10,1,57
508,,1,2,4/2/2025,4/2/2025,4/5/2025,114480,54560,84920,15000,10000,139480,36,1,15
509,,1,2,4/2/2025,4/2/2025,4/5/2025,360440,0,385440,15000,10000,385440,15,1,136
510,,1,2,4/2/2025,4/2/2025,4/5/2025,186640,190740,20900,15000,10000,211640,9,1,86
511,,1,2,4/2/2025,4/2/2025,4/5/2025,255060,0,280060,15000,10000,280060,1,1,77
512,,1,2,4/2/2025,4/2/2025,4/5/2025,86100,104060,7040,15000,10000,111100,23,1,151
513,,1,2,4/2/2025,4/2/2025,4/5/2025,314460,121770,217690,15000,10000,339460,37,1,98
514,,1,2,4/3/2025,4/3/2025,4/6/2025,292460,48400,269060,15000,10000,317460,10,1,119
515,,1,2,4/3/2025,4/3/2025,4/6/2025,208200,34320,198880,15000,10000,233200,35,1,134
516,,1,2,4/3/2025,4/3/2025,4/6/2025,230640,22660,232980,15000,10000,255640,35,1,155
517,,1,2,4/4/2025,4/4/2025,4/7/2025,153200,67540,110660,15000,10000,178200,10,1,77
518,,1,2,4/4/2025,4/4/2025,4/7/2025,250990,99550,176440,15000,10000,275990,54,1,102
519,,1,2,4/4/2025,4/4/2025,4/7/2025,338550,123310,240240,15000,10000,363550,11,1,82
520,,1,2,4/4/2025,4/4/2025,4/7/2025,191920,34210,182710,15000,10000,216920,36,1,142
521,,1,2,4/4/2025,4/4/2025,4/7/2025,162770,53240,134530,15000,10000,187770,10,1,125
522,,1,2,4/5/2025,4/5/2025,4/8/2025,272550,90530,207020,15000,10000,297550,5,1,36
523,,1,2,4/5/2025,4/5/2025,4/8/2025,183890,56980,151910,15000,10000,208890,1,1,23
524,,1,2,4/5/2025,4/5/2025,4/8/2025,293890,65450,253440,15000,10000,318890,8,1,108
525,,1,2,4/6/2025,4/6/2025,4/9/2025,156830,0,181830,15000,10000,181830,36,1,3
526,,1,2,4/6/2025,4/6/2025,4/9/2025,203360,94930,133430,15000,10000,228360,9,1,79
527,,1,2,4/6/2025,4/6/2025,4/9/2025,214360,133320,106040,15000,10000,239360,11,1,59
528,,1,2,4/6/2025,4/6/2025,4/9/2025,215680,108020,132660,15000,10000,240680,47,1,47
529,,1,2,4/7/2025,4/7/2025,4/10/2025,303460,73700,254760,15000,10000,328460,11,1,118
530,,1,2,4/7/2025,4/7/2025,4/10/2025,208640,27060,206580,15000,10000,233640,36,1,5
531,,1,2,4/7/2025,4/7/2025,4/10/2025,282560,74910,232650,15000,10000,307560,31,1,10
532,,1,2,4/8/2025,4/8/2025,4/11/2025,185870,106810,104060,15000,10000,210870,51,1,38
533,,1,2,4/8/2025,4/8/2025,4/11/2025,344160,179960,189200,15000,10000,369160,6,1,16
534,,1,2,4/9/2025,4/9/2025,4/12/2025,140550,44880,120670,15000,10000,165550,36,1,123
535,,1,2,4/9/2025,4/9/2025,4/12/2025,216340,21230,220110,15000,10000,241340,7,1,42
536,,1,2,4/9/2025,4/9/2025,4/12/2025,223050,128370,119680,15000,10000,248050,17,1,149
537,,1,2,4/9/2025,4/9/2025,4/12/2025,189060,45980,168080,15000,10000,214060,23,1,90
538,,1,2,4/10/2025,4/10/2025,4/13/2025,190710,106370,109340,15000,10000,215710,23,1,46
539,,1,2,4/11/2025,4/11/2025,4/14/2025,300710,183590,142120,15000,10000,325710,5,1,145
540,,1,2,4/11/2025,4/11/2025,4/14/2025,107110,91850,40260,15000,10000,132110,51,1,167
541,,1,2,4/12/2025,4/12/2025,4/15/2025,270900,57640,238260,15000,10000,295900,9,1,43
542,,1,2,4/12/2025,4/12/2025,4/15/2025,192360,51700,165660,15000,10000,217360,36,1,152
543,,1,2,4/12/2025,4/12/2025,4/15/2025,130540,42790,112750,15000,10000,155540,47,1,129
544,,1,2,4/13/2025,4/13/2025,4/16/2025,278820,101200,202620,15000,10000,303820,31,1,86
545,,1,2,4/13/2025,4/13/2025,4/16/2025,230420,29700,225720,15000,10000,255420,23,1,7
546,,1,2,4/14/2025,4/14/2025,4/17/2025,169150,35200,158950,15000,10000,194150,36,1,57
547,,1,2,4/14/2025,4/14/2025,4/17/2025,175090,108790,91300,15000,10000,200090,31,1,136
548,,1,2,4/15/2025,4/15/2025,4/18/2025,158150,61270,121880,15000,10000,183150,11,1,81
549,,1,2,4/16/2025,4/16/2025,4/19/2025,196540,88880,132660,15000,10000,221540,36,1,64